Data1,Data2,Output
-0.47,-0.03,1
1.00,0.46,0
0.25,1.05,0
-0.21,0.41,1
-0.67,0.66,0
0.16,0.84,0
0.50,0.19,1
-0.09,1.05,0
-0.81,0.41,0
0.49,0.80,0
0.34,1.02,0
-0.52,0.13,1
0.40,-1.04,0
-0.22,-0.27,1
0.42,0.13,1
-0.66,0.85,0
-0.26,-0.16,1
-0.91,-0.21,0
-0.51,0.02,1
-0.35,-0.21,1
-0.39,-0.13,1
-0.54,-0.88,0
-0.37,-0.10,1
0.43,0.96,0
-0.12,0.42,1
-0.77,0.41,0
-0.15,-0.15,1
-1.12,-0.03,0
1.12,0.32,0
-1.02,-0.03,0
-0.82,0.18,0
-0.36,0.31,1
-0.97,-0.65,0
-1.07,0.05,0
0.46,0.35,1
0.31,0.06,1
-0.95,0.44,0
-0.27,0.15,1
-0.80,-0.56,0
0.27,-0.33,1
0.09,0.44,1
0.38,-0.29,1
-0.15,0.43,1
0.25,-0.91,0
-0.18,0.87,0
-0.09,-0.29,1
-1.00,-0.02,0
-0.36,-0.01,1
1.04,-0.03,0
-0.64,0.77,0
0.06,-0.53,1
0.30,0.33,1
0.30,-0.34,1
0.37,0.03,1
0.68,0.46,0
-0.37,0.00,1
0.14,1.09,0
0.07,0.20,1
-0.16,-0.28,1
-0.01,-1.01,0
-0.40,-0.04,1
1.08,0.35,0
0.00,0.36,1
0.44,0.09,1
0.06,-0.28,1
-0.42,0.24,1
-0.05,-0.42,1
-0.49,-0.01,1
-0.14,0.46,1
0.23,0.52,1
0.48,0.16,1
-0.93,0.03,0
1.16,0.08,0
-0.61,0.69,0
-0.45,0.91,0
0.72,0.93,0
-0.28,-0.25,1
-0.92,-0.19,0
-0.23,0.91,0
-0.53,0.93,0
-1.12,0.00,0
-0.11,-0.96,0
-0.78,0.18,0
0.92,0.56,0
0.43,0.02,1
0.58,-0.88,0
0.49,0.19,1
0.50,-0.72,0
-0.17,0.87,0
-0.19,-0.95,0
0.94,0.40,0
-0.04,0.38,1
0.79,-0.51,0
0.80,-0.76,0
0.01,0.43,1
1.06,-0.22,0
-0.28,-0.91,0
0.14,-0.86,0
-0.30,0.17,1
-0.96,-0.13,0
-0.08,0.94,0
0.50,-0.39,1
-0.28,-0.28,1
0.69,0.46,0
0.89,-0.64,0
-0.16,0.30,1
-0.02,-0.39,1
0.09,0.38,1
0.92,-0.19,0
0.73,0.73,0
0.02,0.23,1
-0.34,0.13,1
0.26,-0.18,1
-0.07,0.35,1
-0.39,-0.03,1
-0.40,0.20,1
-0.20,-1.15,0
-0.35,-0.25,1
-0.49,-0.17,1
-0.86,-0.67,0
0.26,-0.16,1
1.05,0.13,0
-0.97,0.01,0
0.06,-0.50,1
0.50,0.08,1
-0.34,1.02,0
0.22,-0.03,1
0.38,-1.03,0
0.33,-0.78,0
-0.42,0.35,1
-0.86,0.28,0
0.62,0.79,0
-0.23,0.03,1
-0.44,-0.10,1
-0.87,-0.71,0
0.12,0.25,1
0.20,-0.45,1
-1.01,0.16,0
0.21,-0.92,0
-0.92,-0.35,0
-0.08,-0.90,0
-0.22,0.29,1
-0.08,0.60,1
0.89,0.00,0
0.27,0.59,1
0.97,-0.57,0
0.32,0.33,1
0.47,-0.91,0
-0.79,0.34,0
-0.30,-0.09,1
0.51,0.71,0
-0.90,0.27,0
1.01,-0.36,0
0.75,0.74,0
0.71,0.47,0
0.26,0.29,1
0.45,0.09,1
-0.40,-0.96,0
0.11,0.94,0
0.21,-0.93,0
-0.07,0.47,1
0.31,-0.06,1
-0.61,0.73,0
0.37,0.81,0
0.11,-0.32,1
-0.21,-0.36,1
0.42,0.29,1
0.18,0.26,1
0.50,0.82,0
0.25,-0.95,0
-0.84,0.46,0
-0.15,-0.52,1
0.97,0.61,0
0.46,-0.07,1
-0.27,-0.24,1
0.69,-0.80,0
0.97,0.58,0
0.39,-0.24,1
-1.08,0.40,0
0.07,-0.55,1
-0.39,0.91,0
-0.53,0.29,1
-0.25,-0.01,1
-0.86,0.79,0
-0.03,-1.06,0
0.34,0.91,0
-0.80,-0.61,0
-0.03,0.50,1
0.31,-0.02,1
-1.15,0.08,0
0.13,-0.38,1
0.92,0.48,0
0.07,-0.86,0
-0.18,-0.31,1
0.11,1.05,0
-0.42,-0.02,1
-0.30,-0.40,1
-0.14,0.39,1
0.31,0.06,1
-0.12,-1.06,0
-0.34,0.94,0
-0.02,0.46,1
0.22,0.10,1
-1.03,-0.09,0
-0.32,-0.98,0
-0.90,0.66,0
0.12,-0.22,1
0.57,0.75,0
0.25,0.17,1
0.41,-0.21,1
-0.14,-0.88,0
0.84,0.73,0
-0.26,0.42,1
-0.79,0.04,0
0.28,0.18,1
0.38,0.24,1
0.38,-0.27,1
0.91,-0.46,0
-0.60,0.96,0
-0.38,0.10,1
0.95,0.47,0
-0.36,-0.19,1
0.29,-0.25,1
0.64,-0.71,0
0.40,-0.11,1
1.04,0.29,0
-0.46,0.85,0
-0.70,-0.74,0
0.13,-0.31,1
-0.40,-0.06,1
0.77,0.55,0
0.33,-0.45,1
-0.36,-0.15,1
-0.46,-0.83,0
-0.01,0.33,1
0.63,-0.81,0
-0.31,-0.98,0
-0.64,-0.95,0
0.87,-0.00,0
0.19,0.87,0
0.04,-0.14,1
0.06,0.48,1
-0.26,0.41,1
0.08,-0.46,1
0.37,-0.16,1
-0.21,0.31,1
-0.38,-0.27,1
-0.22,-0.37,1
0.42,0.91,0
0.16,-0.85,0
0.01,-0.27,1
1.06,0.20,0
-0.35,0.14,1
-1.00,0.16,0
-0.26,-0.36,1
0.32,-0.69,0
0.33,-0.05,1
0.56,-0.27,1
0.15,-0.33,1
0.55,0.89,0
-0.38,-0.08,1
0.58,0.86,0
-1.10,0.32,0
0.47,-1.04,0
0.06,-1.02,0
-0.40,-0.15,1
-0.41,0.14,1
0.05,-0.27,1
0.23,-0.36,1
-0.14,-0.88,0
-0.02,-0.45,1
-0.43,-0.03,1
0.18,0.56,1
0.89,0.51,0
0.77,0.46,0
-0.56,-0.69,0
0.95,0.10,0
0.07,0.40,1
0.63,-0.68,0
-0.79,-0.27,0
-0.95,0.14,0
-0.21,0.46,1
0.05,0.38,1
-1.12,-0.30,0
-0.35,-1.24,0
0.23,0.48,1
-0.19,1.08,0
0.04,-0.98,0
0.36,0.03,1
-0.65,0.16,1
0.80,-0.22,0
-0.39,-0.29,1
0.05,-1.03,0
0.31,-0.28,1
0.36,0.34,1
-0.16,-0.16,1
0.00,0.38,1
0.45,-0.10,1
0.92,-0.19,0
0.12,-0.40,1
0.13,0.28,1
-1.06,0.18,0
-0.06,0.38,1
1.05,-0.31,0
-1.00,0.10,0
-0.00,-0.42,1
1.05,-0.49,0
-0.12,-0.44,1
0.96,0.67,0
0.81,0.17,0
0.19,-0.24,1
0.19,-0.11,1
-0.32,-0.38,1
0.26,-0.04,1
0.11,-0.26,1
-0.41,-0.03,1
-0.06,0.52,1
0.91,0.31,0
-0.88,0.45,0
-0.16,0.29,1
-0.62,-0.63,0
-0.07,0.31,1
0.33,0.72,0
0.36,0.24,1
0.29,0.17,1
-0.31,0.02,1
-0.15,0.34,1
0.15,-0.36,1
-0.45,-0.17,1
0.94,-0.09,0
-0.84,0.34,0
-0.14,0.17,1
-0.27,-0.11,1
-0.30,-0.18,1
0.71,-0.64,0
0.29,0.13,1
0.97,-0.43,0
-0.15,-0.82,0
0.17,-0.44,1
0.03,0.34,1
-0.58,0.67,0
-0.14,0.45,1
-0.30,0.96,0
-0.73,-0.58,0
0.06,-0.42,1
-0.12,0.44,1
-0.09,0.31,1
-0.02,0.39,1
-0.75,0.43,0
0.65,0.87,0
0.47,0.36,1
-0.29,-0.26,1
-0.34,-0.03,1
-0.35,0.88,0
-0.18,0.11,1
-0.27,-0.22,1
-0.58,-0.86,0
0.88,-0.45,0
0.50,-0.72,0
0.17,-0.38,1
0.45,0.11,1
-0.49,-0.91,0
0.53,0.91,0
-0.25,1.01,0
-0.24,1.05,0
-0.76,0.42,0
-0.23,0.37,1
0.22,0.34,1
-0.35,1.05,0
0.15,0.25,1
-0.34,0.06,1
0.73,0.64,0
-0.21,0.21,1
0.81,0.47,0
-0.29,-0.01,1
-0.18,0.31,1
0.64,0.92,0
-0.33,-0.99,0
0.70,-0.58,0
-0.06,0.89,0
0.30,0.18,1
0.55,-0.82,0
0.59,-0.02,1
0.30,-0.90,0
-1.04,0.59,0
0.38,-0.07,1
0.99,0.61,0
0.24,0.34,1
0.43,-0.07,1
-0.91,0.67,0
0.18,0.28,1
0.51,0.85,0
0.19,-0.35,1
-0.50,0.49,1
0.35,-0.09,1
-0.19,0.55,1
-0.28,0.23,1
-0.64,0.72,0
-0.51,-0.03,1
0.30,0.14,1
-0.28,0.17,1
0.06,-0.23,1
-0.15,0.35,1
-1.17,-0.18,0
-0.02,-0.45,1
-0.63,-0.62,0
0.82,-0.59,0
0.36,-0.73,0
-0.76,0.77,0
0.01,-0.41,1
0.82,-0.77,0
-0.99,-0.02,0
0.37,0.37,1
-0.85,-0.61,0
0.16,0.19,1
-0.14,-0.98,0
0.59,1.02,0
0.97,0.65,0
0.04,-0.97,0
0.29,-0.73,0
-0.03,-0.94,0
0.02,-0.46,1
-0.34,-0.17,1
-0.33,-0.36,1
0.26,0.38,1
-0.59,0.06,1
-0.22,-0.28,1
-0.36,0.32,1
0.39,-0.12,1
-0.28,-0.24,1
-0.19,0.11,1
-0.85,-0.78,0
-0.48,0.17,1
-1.03,-0.01,0
-0.46,0.15,1
0.21,0.37,1
0.26,1.11,0
-0.32,0.13,1
-0.84,0.44,0
-0.99,-0.04,0
0.30,-0.49,1
-0.47,-0.12,1
-0.16,0.25,1
0.93,0.30,0
1.00,0.02,0
-0.12,0.38,1
0.26,0.99,0
-0.44,0.14,1
0.06,0.24,1
0.35,-0.48,1
0.59,-0.80,0
0.03,-0.48,1
-0.27,0.10,1
0.29,0.10,1
0.43,0.97,0
-0.66,0.74,0
0.36,0.16,1
-0.16,-0.51,1
-0.44,-0.34,1
0.01,0.47,1
0.23,0.39,1
-0.42,0.06,1
-0.25,-0.33,1
-0.73,-0.70,0
-0.02,-0.49,1
0.30,-0.43,1
-0.31,0.37,1
-0.45,-0.08,1
0.40,0.19,1
-0.00,-0.19,1
-0.07,-0.32,1
0.28,-0.48,1
0.05,-0.36,1
-0.22,0.11,1
0.35,-1.15,0
-0.73,-0.69,0
0.36,-0.48,1
0.27,-0.14,1
0.13,0.26,1
0.41,-0.77,0
-0.59,-0.68,0
-0.60,-0.81,0
-0.56,0.73,0
0.23,0.39,1
0.73,0.86,0
-1.00,-0.41,0
0.39,-0.95,0
0.75,0.57,0
-0.52,0.01,1
0.04,-0.36,1
-0.18,-0.22,1
0.96,0.08,0
-0.36,0.12,1
0.42,0.10,1
0.87,-0.62,0
0.38,-0.06,1
-0.17,-0.17,1
0.64,0.35,0
-0.28,0.85,0
0.88,0.32,0
0.69,-0.68,0
-0.26,0.11,1
0.37,-0.09,1
-0.56,0.79,0
0.39,-0.10,1
-0.49,0.83,0
0.27,-0.37,1
0.93,-0.14,0
0.08,0.45,1
-1.01,0.02,0
0.17,-0.32,1
-0.19,0.31,1
-0.02,0.34,1
-0.30,-0.38,1
1.01,0.40,0
-0.98,0.15,0
-0.41,0.94,0
0.63,-0.00,1
-0.28,-0.32,1
0.23,0.19,1
0.62,-0.49,0
-0.36,-0.34,1
-0.09,-1.03,0
-1.06,-0.04,0
-0.92,-0.27,0
-0.22,1.01,0
-0.45,-0.09,1
-1.16,-0.06,0
-1.17,-0.44,0
0.24,1.02,0
0.28,0.15,1
0.95,-0.17,0
-0.68,0.83,0
0.83,-0.63,0
-0.34,0.21,1
0.01,0.31,1
0.31,-1.06,0
-0.27,-0.44,1
1.09,0.24,0
0.83,0.25,0
-0.43,-0.02,1
0.30,-0.19,1
1.05,0.48,0
0.21,-0.01,1
0.41,0.20,1
-0.03,-0.33,1
0.39,-0.17,1
0.78,-0.32,0
-0.25,0.32,1
-0.19,0.18,1
0.82,-0.59,0
-0.31,0.07,1
1.14,0.31,0
-0.38,-0.13,1
0.36,-0.17,1
-0.98,0.00,0
-0.56,0.17,1
-0.05,-0.36,1
0.22,-0.14,1
0.32,0.32,1
0.41,-0.15,1
-0.74,-0.64,0
-0.81,-0.41,0
-0.58,0.37,0
0.44,0.66,0
-0.35,0.39,1
-0.85,0.09,0
-1.01,-0.13,0
-0.00,-0.31,1
-0.10,-0.38,1
0.12,-0.21,1
0.72,-0.97,0
0.23,-1.07,0
-0.88,-0.53,0
-0.15,-0.29,1
0.47,-0.03,1
-0.38,0.12,1
-0.12,-0.34,1
-0.19,-0.31,1
-0.59,0.87,0
-0.43,0.02,1
0.57,-0.94,0
-0.13,-0.33,1
-1.13,-0.02,0
0.34,0.03,1
-0.07,-0.91,0
-0.01,-0.34,1
-0.61,0.73,0
0.66,0.77,0
0.33,-0.33,1
0.50,0.18,1
0.21,0.22,1
1.08,0.11,0
-0.36,-0.15,1
0.46,0.01,1
-0.27,0.40,1
0.18,0.97,0
0.01,1.05,0
-0.24,-0.31,1
-1.15,0.21,0
-0.18,0.45,1
-0.25,0.46,1
0.75,-0.80,0
-0.24,0.98,0
0.40,-0.18,1
-0.04,-0.43,1
0.36,-0.00,1
-0.36,0.44,1
0.24,0.93,0
-0.39,0.18,1
-0.38,-0.25,1
0.36,1.02,0
-0.95,-0.34,0
0.80,0.84,0
0.10,1.25,0
-0.54,-0.74,0
0.90,0.58,0
-0.80,-0.73,0
0.39,0.09,1
-0.09,-0.36,1
-0.36,0.24,1
-0.56,-0.80,0
-0.14,0.09,1
-0.08,-1.01,0
-0.35,0.44,1
-0.34,0.45,1
0.31,-0.09,1
0.10,1.05,0
-0.67,-0.87,0
0.01,0.94,0
0.84,-0.23,0
-0.18,-0.36,1
0.12,0.28,1
0.25,-0.32,1
0.71,-0.38,0
-0.83,-0.83,0
-0.30,0.53,1
-0.10,1.01,0
-0.32,0.02,1
0.01,0.32,1
0.38,0.27,1
0.41,0.16,1
-0.43,0.80,0
0.44,0.14,1
-0.34,-0.39,1
0.29,-0.05,1
-0.15,0.37,1
-0.31,-0.22,1
-0.85,0.29,0
0.31,-0.36,1
-0.02,-1.05,0
-0.29,0.24,1
-0.15,0.95,0
0.23,-0.37,1
1.06,-0.69,0
-1.00,0.45,0
-0.28,0.14,1
0.46,-0.02,1
-0.03,-0.35,1
0.32,-0.20,1
-0.30,0.21,1
0.06,-0.26,1
-0.30,0.13,1
0.41,0.91,0
0.09,0.38,1
1.03,-0.19,0
0.97,0.31,0
-0.03,-0.27,1
-0.32,0.21,1
-0.17,0.37,1
0.47,0.14,1
0.71,-0.59,0
0.86,0.54,0
-0.22,-0.42,1
-0.12,-0.52,1
-0.07,-0.50,1
-0.44,-0.29,1
0.81,-0.69,0
0.51,0.12,1
1.02,-0.07,0
1.01,-0.24,0
0.05,0.87,0
-1.05,-0.34,0
-0.23,0.54,1
-0.07,0.37,1
-0.53,-0.62,0
-0.45,0.15,1
-0.48,0.20,1
-0.09,-0.29,1
-0.19,0.99,0
0.59,-0.07,1
-0.75,-0.36,0
0.31,-0.25,1
0.10,-0.34,1
-0.23,0.07,1
-0.10,-1.16,0
-0.89,-0.22,0
0.74,0.47,0
-0.12,-0.24,1
-0.08,1.03,0
-0.07,-1.15,0
0.45,0.14,1
-0.14,0.87,0
0.29,1.05,0
-0.27,0.03,1
-0.14,-1.17,0
0.46,-1.04,0
-0.44,0.94,0
-0.75,-0.78,0
0.23,-0.19,1
0.81,0.51,0
-0.53,-0.73,0
0.18,-1.15,0
-0.11,-0.33,1
0.22,-0.06,1
-0.44,-0.09,1
0.25,0.36,1
0.26,-0.27,1
-0.14,-0.24,1
0.53,0.58,0
0.26,-0.05,1
-0.06,-0.40,1
-0.48,-0.85,0
-0.33,-0.25,1
0.32,-0.35,1
0.15,-0.34,1
1.11,-0.02,0
0.71,-0.67,0
0.33,0.97,0
0.38,-0.33,1
0.34,0.07,1
-0.27,-0.01,1
-0.16,0.41,1
0.06,0.44,1
0.30,0.20,1
0.10,1.09,0
0.08,-0.34,1
-0.32,-0.26,1
-0.19,0.27,1
-0.21,-0.22,1
-0.26,0.10,1
0.62,-0.63,0
0.54,1.03,0
-0.99,0.68,0
0.28,0.40,1
-0.14,0.20,1
-0.07,0.31,1
-0.50,0.03,1
-0.61,-0.77,0
-0.05,0.20,1
-0.03,0.53,1
-0.57,0.14,1
0.40,-0.48,1
-0.52,0.09,1
0.40,-0.17,1
-0.06,-0.38,1
-0.24,0.88,0
-0.98,0.05,0
-0.97,-0.30,0
0.79,-0.57,0
-0.08,0.95,0
-0.28,0.29,1
0.49,0.07,1
0.68,-0.92,0
0.26,0.95,0
0.04,0.37,1
0.90,0.26,0
0.45,0.88,0
0.44,-1.10,0
-0.64,0.43,0
-0.16,-0.43,1
0.01,1.08,0
0.91,0.65,0
-0.19,-0.29,1
-0.59,0.75,0
-0.22,0.91,0
-1.10,0.52,0
-0.18,-1.14,0
0.22,0.41,1
0.38,0.04,1
0.05,0.26,1
-0.71,-0.76,0
-0.74,-0.71,0
0.20,0.36,1
-0.56,0.21,1
0.67,0.64,0
-0.22,0.26,1
-0.49,0.19,1
-0.05,-0.22,1
0.01,0.33,1
0.07,-0.40,1
0.18,0.42,1
0.36,0.31,1
0.99,0.37,0
0.71,0.69,0
-0.73,-0.73,0
-0.46,-0.79,0
-0.07,0.42,1
0.24,-0.25,1
-0.36,0.06,1
0.32,-0.07,1
0.25,0.07,1
0.66,-0.90,0
-0.91,0.59,0
-0.37,-0.25,1
-0.45,-0.66,0
0.06,-1.09,0
-0.19,-0.32,1
0.01,-0.39,1
-0.92,0.18,0
0.95,-0.61,0
0.94,0.08,0
0.35,-0.26,1
-0.34,0.94,0
-1.08,0.13,0
0.71,-0.26,0
1.11,0.26,0
-0.26,-0.25,1
-0.19,0.52,1
0.87,0.58,0
-0.20,0.27,1
-0.20,-0.93,0
-0.27,-0.09,1
-0.60,-0.51,0
0.92,0.74,0
0.02,-1.05,0
1.05,-0.29,0
-0.31,1.09,0
0.12,0.35,1
-0.21,0.39,1
0.79,-0.44,0
-0.60,0.82,0
0.32,-0.09,1
0.41,0.89,0
-0.20,0.40,1
-0.59,-0.89,0
-0.92,0.25,0
0.34,-0.23,1
0.93,0.24,0
-0.24,0.36,1
1.04,0.32,0
0.21,0.27,1
0.11,0.46,1
-0.85,-0.59,0
1.02,-0.53,0
0.67,0.75,0
-0.51,0.23,1
-0.22,-0.85,0
-0.06,-0.30,1
0.89,0.39,0
0.76,-0.10,0
-1.02,0.14,0
-0.68,0.67,0
0.42,0.05,1
-0.41,-1.03,0
-0.02,-1.05,0
-0.07,1.02,0
-0.51,0.95,0
-0.27,0.32,1
0.51,-0.79,0
-0.42,-0.10,1
0.97,-0.00,0
-0.38,0.21,1
0.81,0.53,0
0.44,0.87,0
1.13,-0.11,0
0.26,0.93,0
0.93,0.14,0
0.84,0.57,0
-0.87,-0.10,0
-0.13,-0.21,1
-0.28,-0.89,0
0.14,-1.01,0
0.26,0.14,1
0.78,0.69,0
-0.60,-0.73,0
-0.32,0.36,1
-0.88,0.60,0
-0.92,0.71,0
0.91,0.62,0
0.23,0.46,1
0.33,-0.25,1
0.30,-0.29,1
1.04,0.12,0
-0.92,-0.67,0
-0.65,1.03,0
1.08,0.01,0
-0.28,0.11,1
-0.84,-0.82,0
0.39,0.95,0
-0.28,-0.20,1
-0.16,0.17,1
-0.62,0.48,0
-0.11,0.33,1
0.86,0.03,0
-0.14,-0.43,1
-0.13,0.30,1
-0.99,-0.20,0
0.34,-0.28,1
-0.59,-0.79,0
0.38,-0.36,1
-0.00,-0.96,0
0.88,0.31,0
0.52,0.78,0
-0.16,-0.91,0
0.08,-0.32,1
-0.78,0.58,0
0.47,0.11,1
0.06,0.37,1
-0.18,-0.42,1
-0.18,-0.32,1
0.10,-0.27,1
0.59,-0.84,0
0.03,-1.01,0
0.73,0.60,0
0.23,-0.02,1
0.37,0.11,1
1.06,-0.06,0
-0.02,0.30,1
0.10,-0.54,1
0.43,0.02,1
0.28,-0.30,1
-0.65,0.62,0
-0.76,0.81,0
-0.65,-0.90,0
0.81,0.58,0
-0.43,-0.19,1
-0.84,-0.43,0
0.84,-0.81,0
0.43,0.37,1
0.13,0.43,1
0.42,0.97,0
-0.14,0.45,1
-0.13,-0.95,0
0.19,1.08,0
-0.50,-0.90,0
-0.14,-1.10,0
0.30,0.28,1
0.16,-0.51,1
-0.34,0.54,1
0.55,0.03,1
-0.39,0.86,0
-0.11,-1.09,0
0.26,-0.12,1
-0.15,0.28,1
0.27,0.12,1
0.50,0.79,0
-0.64,-0.42,0
-0.76,0.70,0
-0.30,-0.91,0
0.47,0.83,0
-0.45,0.16,1
0.25,0.43,1
-0.51,0.85,0
0.61,-0.65,0
-0.03,0.41,1
0.57,-0.76,0
0.38,0.98,0
-0.81,-0.62,0
-0.07,-0.98,0
0.19,0.30,1
-0.71,-0.78,0
-0.62,-0.92,0
-0.69,0.60,0
0.32,-0.09,1
0.12,0.78,0
-0.93,-0.50,0
-0.49,-0.89,0
1.02,0.17,0
-0.18,0.38,1
0.28,-0.14,1
-0.46,-0.83,0
-0.29,-0.35,1
-0.17,-0.28,1
0.16,-0.20,1
-0.90,0.07,0
0.19,0.02,1
0.26,-0.05,1
1.03,-0.08,0
-0.14,-0.35,1
0.79,0.78,0
0.91,-0.47,0
-0.32,0.07,1
-0.89,-0.06,0
0.16,0.32,1
0.97,-0.71,0
-0.33,-0.37,1
-1.05,-0.39,0
-0.14,-0.30,1
0.47,1.07,0
-0.60,-0.03,1
-0.06,0.91,0
0.36,-0.23,1
-0.12,0.16,1
0.98,0.31,0
0.36,0.12,1
-0.77,0.25,0
0.84,0.65,0
-0.15,1.09,0
0.28,0.18,1
0.31,0.15,1
0.40,0.93,0
0.89,-0.49,0
0.01,-0.54,1
-0.89,0.57,0
0.17,0.79,0
0.44,0.11,1
0.99,0.44,0
-0.95,0.31,0
0.41,-1.00,0
-0.05,-1.01,0
0.19,-0.29,1
-1.08,-0.13,0
0.22,-0.20,1
0.27,-0.04,1
-0.82,-0.44,0
0.67,0.76,0
0.01,-0.39,1
0.91,-0.18,0
-0.98,0.13,0
-0.13,-0.98,0
0.63,-0.86,0
-1.10,-0.14,0
0.87,0.56,0
-0.22,0.20,1
-0.57,0.90,0
-0.83,0.56,0
-0.61,-0.78,0
-1.17,0.04,0
-0.30,-0.02,1
0.48,-0.68,0
-0.12,0.92,0
0.08,-1.12,0
-0.01,0.38,1
-0.29,0.90,0
0.25,-0.31,1
-1.14,0.36,0
-0.93,0.14,0
1.00,0.50,0
0.22,0.05,1
0.50,0.04,1
0.34,-0.83,0
-0.87,-0.68,0
-0.32,-0.45,1
0.35,0.16,1
0.17,-0.97,0
0.30,0.17,1
0.61,-0.88,0
0.35,1.14,0
-0.44,0.17,1
0.31,1.01,0
0.17,-0.34,1
0.34,-0.10,1
0.16,-0.09,1
-0.46,-0.02,1
-0.48,0.74,0
-0.09,0.82,0
-0.21,1.14,0
-0.81,0.54,0
0.87,-0.24,0
0.39,0.75,0
-0.57,0.07,1
1.07,-0.11,0
-0.24,-0.13,1
-0.26,-0.57,1
0.42,-0.43,1
-0.77,-0.03,0
-0.46,-0.13,1
-0.74,0.54,0
-1.04,-0.20,0
0.75,0.68,0
-0.34,0.09,1
-0.19,-0.41,1
-0.56,0.76,0
0.07,-1.00,0
0.07,0.38,1
0.41,0.93,0
-0.95,0.41,0
0.59,0.72,0
-0.33,0.27,1
-0.20,1.07,0
-0.51,-1.07,0
0.58,0.28,1
-0.34,0.02,1
0.15,0.43,1
-0.44,-0.17,1
-0.86,0.67,0
-0.12,-0.36,1
-0.35,-0.04,1
0.57,0.92,0
0.90,-0.33,0
0.15,-0.39,1
-0.60,0.03,1
-0.27,-0.44,1
0.89,-0.63,0
-0.95,-0.19,0
0.11,-0.38,1
0.02,-0.39,1
-0.29,-0.02,1
0.71,-0.72,0
1.04,-0.02,0
-0.20,0.29,1
-0.78,0.57,0
0.31,-0.24,1
-0.09,0.83,0
-0.84,0.38,0
-0.18,-1.07,0
0.55,-0.75,0
-0.32,-0.97,0
-0.11,-0.36,1
0.06,-0.45,1
-0.36,0.17,1
0.75,-0.65,0
-0.40,0.79,0
-0.24,-1.06,0
1.01,0.34,0
-0.42,-0.46,1
-1.04,0.48,0
0.40,-0.19,1
0.14,-1.23,0
0.78,-0.71,0
0.65,0.63,0
-0.38,-0.66,0
0.05,-0.40,1
0.51,0.09,1
-0.50,0.10,1
0.51,0.85,0
0.19,-0.22,1
-0.19,0.44,1
-0.44,-0.21,1
-0.36,-0.35,1
-0.31,0.01,1
0.81,-0.68,0
-0.77,-0.49,0
0.92,0.02,0
-0.29,-0.12,1
-1.03,-0.30,0
-0.41,0.22,1
-0.55,-0.61,0
-0.34,-0.18,1
0.32,0.08,1
0.83,0.59,0
0.34,-0.00,1
-0.11,1.25,0
0.67,-0.53,0
-0.78,-0.65,0
-1.02,-0.02,0
0.56,-0.17,1
-0.56,-0.69,0
-0.21,0.26,1
-0.37,1.04,0
-0.36,0.94,0
0.24,-0.27,1
0.51,-0.96,0
-0.49,0.05,1
0.76,-0.78,0
0.79,0.59,0
0.40,-0.24,1
-0.47,0.30,1
0.11,0.57,1
0.11,-0.24,1
1.02,-0.14,0
0.10,-0.39,1
-0.36,-0.32,1
-0.44,-0.25,1
0.26,-0.20,1
0.05,-1.03,0
0.27,-0.24,1
-0.06,0.35,1
0.46,0.25,1
-0.21,0.09,1
-1.11,0.09,0
0.19,0.25,1
-0.68,0.69,0
0.17,-0.19,1
0.35,-0.11,1
0.92,0.41,0
-0.02,-0.39,1
-0.44,0.91,0
0.35,-0.23,1
-0.35,-0.28,1
-0.13,-0.78,0
0.88,0.62,0
0.09,-0.47,1
-0.72,-0.84,0
-0.31,0.30,1
0.47,-0.85,0
-0.90,0.25,0
-0.13,0.29,1
-0.21,0.19,1
0.65,-0.85,0
-0.23,-0.88,0
-0.04,-0.35,1
0.56,-1.10,0
0.17,-0.46,1
0.05,-0.46,1
-0.05,0.30,1
-0.42,0.70,0
0.89,0.08,0
0.11,0.91,0
0.34,0.05,1
0.39,0.10,1
-1.08,0.07,0
-0.88,0.46,0
-0.42,0.91,0
-0.46,0.07,1
1.05,0.21,0
1.01,0.67,0
0.19,0.55,1
-0.41,-0.21,1
-0.53,0.27,1
-0.70,1.13,0
-0.47,-0.21,1
0.24,-0.29,1
-0.22,-0.01,1
0.14,0.38,1
1.04,-0.21,0
-0.77,-0.04,0
-0.36,0.45,1
0.39,-0.76,0
0.06,0.90,0
-0.30,-0.41,1
0.40,-0.23,1
0.35,-0.07,1
0.15,-0.34,1
0.18,-0.94,0
-0.03,-0.47,1
0.55,-0.99,0
0.07,-0.40,1
0.92,-0.40,0
-0.94,-0.42,0
-0.18,1.13,0
0.14,0.37,1
-0.74,-0.67,0
0.20,-0.42,1
-0.27,-1.00,0
0.35,-0.24,1
0.01,-0.37,1
-0.72,-0.60,0
-0.90,-0.55,0
0.12,-0.50,1
0.17,0.17,1
-0.03,-0.44,1
0.71,-0.62,0
0.80,0.78,0
0.47,-0.30,1
-0.77,0.40,0
0.84,0.46,0
-0.43,-0.13,1
-0.45,0.76,0
-0.21,0.15,1
0.20,0.31,1
-0.66,0.28,1
-0.24,-0.30,1
0.40,0.20,1
0.12,-0.42,1
1.08,0.09,0
0.04,-0.28,1
0.32,-0.20,1
-0.92,0.59,0
-1.05,-0.16,0
-0.02,1.07,0
0.15,0.36,1
-0.32,0.00,1
0.01,0.91,0
-0.12,-0.49,1
0.30,-0.29,1
-0.79,-0.22,0
-0.93,-0.09,0
-0.80,-0.75,0
